Stock number,Artist's reference number,Title,Year,Medium,Dimensions,Signed and dated,Series,Additional information,Status,Availability,Location,Location (detail),Condition 
HC3634,i23-2634,Untitled (i23-2634),1987,Ink on paper,"56.4 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Work has Jungle drawings imagery 
Image size: 17 3/4 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink smudges on the front along left edge
HC3633,i23-2633,Untitled (i23-2633),1987,Ink on paper,"56.4 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Work has Jungle drawings imagery 
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink marks on reverse
HC3632,i23-2632,Untitled (i23-2632),1987,Ink on paper,"56.4 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Work has Jungle drawings imagery 
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Lots of ink dots on reverse
HC3631,i23-2631,Untitled (i23-2631),1986,Ink on paper,"56.4 x 76.2 cm; 22 1/4 x 30 in",Dated 1986,,"Work has Jungle drawings imagery 
Created on Bristol paper
Image size: 18 x 23 3/16",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3630,i23-2630,Untitled (i23-2630),1986,Ink on paper,"56.4 x 76.2 cm; 22 1/4 x 30 in",Dated 1986,,"Work has Jungle drawings imagery 
Created on Bristol paper
Image size: 18 x 24",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink mark on lower left edge 
HC3629,i23-2629,Untitled (i23-2629),1984,Ink on paper,"56 x 76.2 cm; 22 1/8 x 30 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 23 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink smudge on reverse
HC3628,i23-2628,Untitled (i23-2628),1984,Ink on paper,"55.6 x 76.7 cm; 21 7/8 x 30 1/4 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 17 3/4 x 23 5/8 ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Partial image on reverse
HC3627,i23-2627,Untitled (i23-2627),1984,Ink on paper,"55.4 x 76.7 cm; 21 7/8 x 30 1/4 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 17 1/2 x 23 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3626,i23-2626,Untitled (i23-2626),1984,Ink on paper,"55.6 x 76.7 cm; 21 7/8 x 30 1/4 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 15 3/4 x 23 5/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3625,i23-2625,Untitled (i23-2625),1984,Ink on paper,"55.9 x 76.5 cm; 22 x 30 1/8 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3624,i23-2624,Untitled (i23-2624),1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Some foxing or random spots in the lower right corner area near signature
HC3623,i23-2623,Untitled (i23-2623),1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 17 3/8 x 24 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3622,i23-2622,Untitled (i23-2622),1984,Ink on paper,"55.9 x 76.7 cm; 22 x 30 1/4 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 17 1/2 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3621,i23-2621,Untitled (i23-2621),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3620,i23-2620,Untitled (i23-2620),1984,Ink on paper,"5.7 x 76.2 cm; 2 1/4 x 30 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3619,i23-2619,Untitled (i23-2619),1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 22",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Partial image on reverse
HC3618,i23-2618,Untitled (i23-2618),1984,Ink on paper,"55.6 x 77 cm; 21 7/8 x 30 3/8 in",,,"Work has Early People imagery 
Created on THS paper
Image size: 18 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3617,i23-2617,Untitled (i23-2617,1985,Ink on paper,"55.9 x 77.2 cm; 22 x 30 3/8 in",Signed by Harold Cohen (1985),,"Work has Early People imagery 
Image size: 18 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3616,i23-2616,Untitled (i23-2616),1985,Ink on paper,"55.9 x 77.2 cm; 22 x 30 3/8 in",Signed by Harold Cohen (1985),,"Work has Early People imagery 
Image size: 16 5/8 x 24 1/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3615,i23-2615,Untitled (i23-2615),1985,Ink on paper,"55.9 x 77.2 cm; 22 x 30 3/8 in",Signed by Harold Cohen (1985),,"Work has Early People imagery 
Image size: 18 x 23",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3614,i23-2614,Untitled (i23-2614),1985,Ink on paper,"55.2 x 76.8 cm; 21 3/4 x 30 1/4 in",Signed by Harold Cohen (1985),,"Work has Early People imagery 
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3613,i23-2613,Untitled (i23-2613),1985,Ink on paper,"55.6 x 76.8 cm; 21 7/8 x 30 1/4 in",Signed by Harold Cohen (1985),,"Work has Early People imagery 
Image size: 16 1/2 x 24 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink fingerprint in upper margin area
HC3612,i23-2612,Untitled (i23-2612),1987,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1987),,"Work has Jungle drawing imagery 
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink and dirt marks on reverse
HC3611,i23-2611,Untitled (i23-2611),1987,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1987),,"Work has Jungle drawing imagery 
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt marks on reverse
HC3610,i23-2610,Untitled (i23-2610),1987,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1987),,"Work has Jungle drawing imagery 
Image size: 17 7/8 x 25 5/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3609,i23-2609,Untitled (i23-2609),1987,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",Signed by Harold Cohen (1987),,"Work has Jungle drawing imagery 
Image size: 18 x 23 1/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt marks bottom margin
HC3608,i23-2608,Untitled (i23-2608),1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt smudge left margin
HC3607,i23-2607,Untitled (i23-2607),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 17 5/8 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3606,i23-2606,Untitled (i23-2606),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3605,i23-2605,Untitled (i23-2605),1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3604,i23-2604,Untitled (i23-2604),1984,Ink on paper,"Paper size: 58.1 x 78.4 cm, 22 7/8 x 30 7/8 in; Image size: 46 x 66 cm 18 1/8 x 26 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 26",On consignment,Available,London Gallery (location),Basement - C7,
HC3603,i23-2603,Untitled (i23-2603),1984,Ink on paper,"57.8 x 78.4 cm; 22 3/4 x 30 7/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 17 1/2 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3602,i23-2602,Untitled (i23-2602),1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 24 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink mark on reverse
HC3601,i23-2601,Untitled (i23-2601),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 18 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3600,i23-2600,Untitled (i23-2600),1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on Arches paper
Work has AARON II Rocks imagery
Image size: 17 3/4 x 25 3/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3599,i23-2599,Untitled (i23-2599),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery
Image size: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3598,i23-2598,Untitled (i23-2598),1984,Ink on paper,"56.2 x 76.8 cm; 22 1/8 x 30 1/4 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery
Image size: 17 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt mark upper middle image area
HC3597,i23-2597,Untitled (i23-2597),1984,Ink on paper,"Paper size: 58.1 x 78.7 cm, 22 7/8 x 31 in; Image size: 45.5 x 66.5 cm, 17 7/8 x 26 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery
Image size: 18 x 26",On consignment,Available,London Gallery (location),Basement - C7,
HC3596,i23-2596,Untitled (i23-2596),1984,Ink on paper,"Paper size: 56.5 x 76.5 cm, 22 1/4 x 30 1/8 in; Image size: 46 x 66 cm, 18 1/8 x 26 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery
Image size: 18 x 25 3/4",On consignment,Available,London Gallery (location),Basement - C7,Dirt marks on the center of the left margin
HC3595,i23-2595,Untitled (i23-2595),1984,Ink on paper,"56.2 x 76.8 cm; 22 1/8 x 30 1/4 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt marks along bottom left edge
HC3594,i23-2594,Untitled (i23-2594),1984,Ink on paper,"Paper size: 56.2 x 76.2 cm, 22 1/8 x 30 in; Image size: 46 x 76 cm, 18 1/8 x 29 7/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",On consignment,Available,London Gallery (location),Basement - C7,Dirt marks along bottom - near left edge
HC3593,i23-2593,Untitled (i23-2593),1984,Ink on paper,"57.8 x 78.7 cm; 22 3/4 x 31 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3592,i23-2592,Untitled (i23-2592),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3591,i23-2591,Untitled (i23-2591),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3590,i23-2590,Untitled (i23-2590),1984,Ink on paper,"Paper size: 56.5 x 76.5 cm, 22 1/4 x 30 1/8 in; Image size: 45 x 66 cm, 17 3/4 x 26 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",On consignment,Available,London Gallery (location),Basement - C7,
HC3589,i23-2589,Untitled (i23-2589),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3588,i23-2588,Untitled (i23-2588),1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3587,i23-2587,Untitled (i23-2587),1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3586,i23-2586,Untitled (i23-2586),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3585,i23-2585,Untitled (i23-2585),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3584,i23-2584,Untitled (i23-2584),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3583,i23-2583,Untitled (i23-2583),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3582,i23-2582,Untitled (i23-2582),1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink mark on reverse
HC3581,i23-2581,Untitled (i23-2581),1984,Ink on paper,"55.9 x 77.3 cm; 22 x 30 1/2 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3580,i23-2580,Untitled (i23-2580),1984,Ink on paper,"56.2 x 76.8 cm; 22 1/8 x 30 1/4 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3579,i23-2579,Untitled (i23-2579),1984,Ink on paper,"56.2 x 77 cm; 22 1/8 x 30 3/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3578,i23-2578,Untitled (i23-2578),1984,Ink on paper,"56.5 x 76.4 cm; 22 1/4 x 30 1/8 in",Signed by Harold Cohen (1984),,"Work generated by AARON II using Cohen's 1982 drawing machine
Created on THS paper
Work has AARON II Rocks imagery ",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
